id,program_code,name,faculty,level,university_name,city,budget_places,paid_places,tuition_cost_rub_year,budget_passing_score,paid_min_score,duration,study_format,language,accreditation
1058,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала СКФУ в г. Пятигорск,Бакалавриат,Пятигорский институт (филиал) Северо-Кавказского федерального университета,Пятигорск,,25.0,167000.0,,110.0,4 года,Очная,Русский,государственный
1059,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала СКФУ в г. Пятигорск,Бакалавриат,Пятигорский институт (филиал) Северо-Кавказского федерального университета,Пятигорск,,25.0,126000.0,,110.0,4.5 года,Очно-заочная,Русский,государственный
1060,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления,Бакалавриат,Московский политехнический университет,Москва,24.0,110.0,345100.0,272.0,,4 года,Очная,Русский,государственный
1061,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления,Бакалавриат,Московский политехнический университет,Москва,10.0,150.0,147200.0,284.0,,4 года,Очно-заочная,Русский,государственный
1062,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и управления,Бакалавриат,Московский политехнический университет,Москва,,100.0,147200.0,,113.0,4 года,Очно-заочная,Русский,государственный
1063,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет АГУ,Бакалавриат,Адыгейский государственный университет,Майкоп,,20.0,122000.0,,,4 года,Очная,Русский,государственный
1064,38.03.02 | Менеджмент,Управление бизнесом,Экономический факультет АГУ,Бакалавриат,Адыгейский государственный университет,Майкоп,,20.0,59000.0,,,4.5 года,Очно-заочная,Русский,государственный
1065,38.03.02 | Менеджмент,Управление бизнесом,"Институт цифровой экономики, управления и сервиса НовГУ",Бакалавриат,Новгородский государственный университет имени Ярослава Мудрого,Великий Но..,30.0,90.0,150000.0,245.0,,4 года,Очная,Русский,государственный
1066,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и менеджмента ЮЗГУ,Бакалавриат,Юго-Западный государственный университет,Курск,15.0,70.0,131000.0,214.0,,4 года,Очная,Русский,государственный
1067,38.03.02 | Менеджмент,Управление бизнесом,Факультет экономики и менеджмента ЮЗГУ,Бакалавриат,Юго-Западный государственный университет,Курск,,40.0,75000.0,,,4.5 года,Очно-заочная,Русский,государственный
1068,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления ТОГУ,Бакалавриат,Тихоокеанский государственный университет,Хабаровск,15.0,100.0,205000.0,213.0,,4 года,Очная,Русский,государственный
1069,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления ТОГУ,Бакалавриат,Тихоокеанский государственный университет,Хабаровск,,40.0,88500.0,,,4.5 года,Очно-заочная,Русский,государственный
1070,38.03.02 | Менеджмент,Управление бизнесом,Гуманитарный институт ИГХТУ,Бакалавриат,Ивановский государственный химико-технологический университет,Иваново,,30.0,146900.0,,,4 года,Очная,Русский,государственный
1071,38.03.02 | Менеджмент,Управление бизнесом,Гуманитарный институт ИГХТУ,Бакалавриат,Ивановский государственный химико-технологический университет,Иваново,,50.0,63400.0,,,5 лет,Очно-заочная,Русский,государственный
1072,38.03.02 | Менеджмент,Управление бизнесом,"Институт менеджмента, экономики и агротехнологий ХГУ",Бакалавриат,Хакасский государственный университет им. Н.Ф. Катанова,Абакан,11.0,20.0,166000.0,197.0,,4 года,Очная,Русский,государственный
1073,38.03.02 | Менеджмент,Управление бизнесом,Финансово-экономический институт СВФУ,Бакалавриат,Северо-Восточный федеральный университет имени М. К. Аммосова,Якутск,10.0,40.0,309000.0,214.0,,4 года,Очная,Русский,государственный
1074,38.03.02 | Менеджмент,Управление бизнесом,Финансово-экономический институт СВФУ,Бакалавриат,Северо-Восточный федеральный университет имени М. К. Аммосова,Якутск,,50.0,95000.0,,,4.5 года,Очно-заочная,Русский,государственный
1075,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления СКГА,Бакалавриат,Северо-Кавказская государственная академия,Черкесск,,50.0,80000.0,,110.0,4.5 года,Очно-заочная,Русский,государственный
1076,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала СамГТУ в г. Новокуйбышевске,Бакалавриат,Филиал Самарского государственного технического университета в г. Новокуйбышевске,Новокуйбыш..,,18.0,145021.0,,116.0,4 года,Очная,Русский,государственный
1077,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала СамГТУ в г. Новокуйбышевске,Бакалавриат,Филиал Самарского государственного технического университета в г. Новокуйбышевске,Новокуйбыш..,,46.0,87000.0,,,4.5 года,Очно-заочная,Русский,государственный
1078,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала СамГТУ в г. Новокуйбышевске,Бакалавриат,Филиал Самарского государственного технического университета в г. Новокуйбышевске,Новокуйбыш..,,6.0,75300.0,,116.0,4.5 года,Заочная,Русский,государственный
1079,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления УУНиТ,Бакалавриат,Уфимский университет науки и технологий,Уфа,,25.0,148300.0,,,4 года,Очная,Русский,государственный
1080,38.03.02 | Менеджмент,Управление бизнесом,Институт экономики и управления УУНиТ,Бакалавриат,Уфимский университет науки и технологий,Уфа,,25.0,62000.0,,110.0,5 лет,Очно-заочная,Русский,государственный
1081,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала РГЭУ (РИНХ) в г. Ейске,Бакалавриат,Филиал Ростовского государственного экономического университета (РИНХ) в г. Ейске,Ейск,,7.0,70000.0,,,5 лет,Очно-заочная,Русский,государственный
1082,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала РГЭУ (РИНХ) в г. Ейске,Бакалавриат,Филиал Ростовского государственного экономического университета (РИНХ) в г. Ейске,Ейск,,20.0,143500.0,,110.0,4 года,Очная,Русский,государственный
1083,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала РГЭУ (РИНХ) в г. Ейске,Бакалавриат,Филиал Ростовского государственного экономического университета (РИНХ) в г. Ейске,Ейск,,15.0,70000.0,,110.0,4.5 года,Очно-заочная,Русский,государственный
1084,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала РГЭУ (РИНХ) в г. Ейске,Бакалавриат,Филиал Ростовского государственного экономического университета (РИНХ) в г. Ейске,Ейск,,2.0,70000.0,,110.0,4.5 года,Очно-заочная,Русский,государственный
1085,38.03.02 | Менеджмент,Управление бизнесом,Факультет ОВГШ,Бакалавриат,Открытая высшая гуманитарная школа,Москва,,75.0,86700.0,,,3.5 года,Дистанционная,Русский,государственный
1086,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала АГУ в г. Белореченске,Бакалавриат,Адыгейский государственный университет - филиал в г. Белореченске,Белореченс..,,15.0,147300.0,,,4 года,Очная,Русский,государственный
1087,38.03.02 | Менеджмент,Управление бизнесом,Факультет филиала АГУ в г. Белореченске,Бакалавриат,Адыгейский государственный университет - филиал в г. Белореченске,Белореченс..,,25.0,59000.0,,,4.5 года,Очно-заочная,Русский,государственный
1088,38.03.02 | Менеджмент,Управление бизнесом,Институт социальных наук СГЛА,Бакалавриат,Славяно-Греко-Латинская Академия,Москва,,100.0,135000.0,,103.0,4 года,Очная,Русский,негосударственный
1089,38.03.02 | Менеджмент,Управление бизнесом,Институт социальных наук СГЛА,Бакалавриат,Славяно-Греко-Латинская Академия,Москва,,400.0,49000.0,,103.0,5 лет,Заочная,Русский,негосударственный
1090,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,50.0,130000.0,,103.0,4 года,Очная,Русский,негосударственный
1091,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,25.0,74000.0,,103.0,4 года 10 месяцев,Заочная,Русский,негосударственный
1092,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,15.0,130000.0,,103.0,4 года,Очная,Русский,негосударственный
1093,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,5.0,130000.0,,103.0,4 года,Очная,Русский,негосударственный
1094,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,25.0,74000.0,,103.0,4 года 10 месяцев,Заочная,Русский,негосударственный
1095,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет психологии и педагогики,Бакалавриат,Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП),Казань,,5.0,74000.0,,103.0,4 года 10 месяцев,Заочная,Русский,негосударственный
1096,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Физико-математический факультет ЯГПУ,Бакалавриат,Ярославский государственный педагогический университет им. К.Д. Ушинского,Ярославль,11.0,15.0,54995.0,168.0,,5 лет,Заочная,Русский,государственный
1097,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Педагогический институт им. В.Г. Белинского ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,16.0,15.0,127067.0,155.0,124.0,4 года,Очная,Русский,государственный
1098,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Педагогический институт им. В.Г. Белинского ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,10.0,15.0,32400.0,152.0,124.0,5 лет,Заочная,Русский,государственный
1099,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет атомной энергетики и машиностроения ВИТИ НИЯУ МИФИ,Бакалавриат,Волгодонский инженерно-технический институт (филиал НИЯУ МИФИ),Волгодонск,10.0,10.0,135000.0,159.0,121.0,4 года,Очная,Русский,государственный
1100,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет атомной энергетики и машиностроения ВИТИ НИЯУ МИФИ,Бакалавриат,Волгодонский инженерно-технический институт (филиал НИЯУ МИФИ),Волгодонск,,35.0,30800.0,,,4.5 года,Заочная,Русский,государственный
1101,44.03.01 | Педагогическое образование,"Математика, информатика и информационные технологии",Факультет Анапского филиала МПГУ,Бакалавриат,Анапский филиал Московского педагогического государственного университета,Анапа,20.0,,,132.0,,5.5 лет,Заочная,Русский,государственный
1102,01.03.04 | Прикладная математика,Математическое моделирование,Факультет Фундаментальные науки(ФН),Бакалавриат,Московский государственный технический университет им. Н.Э. Баумана,Москва,40.0,18.0,459000.0,287.0,,4 года,Очная,Русский,государственный
1103,01.03.04 | Прикладная математика,Математическое моделирование,Факультет филиала НГТУ в г. Дзержинск,Бакалавриат,Дзержинский политехнический институт (филиал) Нижегородского Государственного Политехнического Университета им. Р.Е. Алексеева,Нижний Нов..,25.0,5.0,146280.0,141.0,118.0,4 года,Очная,Русский,государственный
1104,01.03.04 | Прикладная математика,Математическое моделирование,Факультет филиала НГТУ в г. Дзержинск,Бакалавриат,Дзержинский политехнический институт (филиал) Нижегородского Государственного Политехнического Университета им. Р.Е. Алексеева,Нижний Нов..,,3.0,146280.0,,118.0,4 года,Очная,Русский,государственный
1105,01.03.04 | Прикладная математика,Математическое моделирование,Факультет филиала НГТУ в г. Дзержинск,Бакалавриат,Дзержинский политехнический институт (филиал) Нижегородского Государственного Политехнического Университета им. Р.Е. Алексеева,Нижний Нов..,,2.0,146280.0,,118.0,4 года,Очная,Русский,государственный
1106,09.03.02 | Информационные системы и технологии,Информационная безопасность,"Факультет ""О"" Естественнонаучный",Бакалавриат,Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова,Санкт-Пете..,25.0,5.0,275800.0,230.0,,4 года,Очная,Русский,государственный
1107,09.03.02 | Информационные системы и технологии,Информационная безопасность,Институт системного анализа и управления,Бакалавриат,Государственный университет «Дубна»,Москва,10.0,7.0,240200.0,140.0,119.0,4 года,Очная,Русский,государственный
1108,09.03.02 | Информационные системы и технологии,Информационная безопасность,Институт радиоэлектроники и информационных технологий НГТУ им. Алексеева,Бакалавриат,Нижегородский государственный технический университет им. Р.Е. Алексеева,Нижний Нов..,28.0,4.0,165540.0,178.0,119.0,4 года,Очная,Русский,государственный
1109,09.03.02 | Информационные системы и технологии,Информационная безопасность,Факультет ЮУТУ,Бакалавриат,Южно-Уральский технологический университет,Челябинск,,15.0,130000.0,,,4 года,Очная,Русский,негосударственный
1110,09.03.02 | Информационные системы и технологии,Информационная безопасность,Факультет ЮУТУ,Бакалавриат,Южно-Уральский технологический университет,Челябинск,,25.0,60000.0,,,5 лет,Заочная,Русский,негосударственный
1111,09.03.02 | Информационные системы и технологии,Информационная безопасность,Факультет автоматизированных информационных технологий,Бакалавриат,Пензенский государственный технологический университет,Пенза,24.0,8.0,144700.0,204.0,,4 года,Очная,Русский,государственный
1112,09.03.02 | Информационные системы и технологии,Информационная безопасность,Политехнический институт ТОГУ,Бакалавриат,Тихоокеанский государственный университет,Хабаровск,25.0,50.0,229000.0,160.0,119.0,4 года,Очная,Русский,государственный
1113,09.03.02 | Информационные системы и технологии,Информационная безопасность,Физико-математический факультет ИнГУ,Бакалавриат,Ингушский государственный университет,Магас,21.0,10.0,122900.0,140.0,118.0,4 года,Очная,Русский,государственный
1114,09.03.02 | Информационные системы и технологии,Информационные технологии в приборостроении и телекоммуникациях,Институт радиоэлектроники и информационных технологий НГТУ им. Алексеева,Бакалавриат,Нижегородский государственный технический университет им. Р.Е. Алексеева,Нижний Нов..,28.0,4.0,165540.0,178.0,119.0,4 года,Очная,Русский,государственный
1115,09.03.02 | Информационные системы и технологии,Информационные технологии в приборостроении и телекоммуникациях,Институт радиоэлектроники и информационных технологий НГТУ им. Алексеева,Бакалавриат,Нижегородский государственный технический университет им. Р.Е. Алексеева,Нижний Нов..,,10.0,91570.0,,119.0,4.5 года,Очно-заочная,Русский,государственный
1116,09.03.02 | Информационные системы и технологии,Информационные технологии в приборостроении и телекоммуникациях,Факультет информационных технологий и электроники СарФТИ НИЯУ МИФИ,Бакалавриат,Саровский физико-технический институт (филиал НИЯУ МИФИ),Саров,12.0,10.0,171612.0,231.0,,4 года,Очная,Русский,государственный
1117,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Факультет автоматики и вычислительной техники,Бакалавриат,Российский государственный университет нефти и газа им. И.М. Губкина,Москва,23.0,5.0,470000.0,259.0,,4 года,Очная,Русский,государственный
1118,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Факультет информационных технологий и управления ЮРГПУ,Бакалавриат,Южно-Российский государственный политехнический университет им. М.И. Платова,Ростов-на-..,25.0,5.0,134970.0,147.0,,4 года,Очная,Русский,государственный
1119,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Физико-математический факультет ВГПУ,Бакалавриат,Воронежский государственный педагогический университет,Воронеж,12.0,10.0,133200.0,156.0,120.0,4 года,Очная,Русский,государственный
1120,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Политехнический институт ПГУ,Бакалавриат,Пензенский государственный университет,Пенза,15.0,10.0,127067.0,,119.0,4 года,Очная,Русский,государственный
1121,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Институт информатики и телекоммуникаций СибГУ им. М.Ф. Решетнева,Бакалавриат,Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,Красноярск,25.0,1.0,220200.0,148.0,119.0,4 года,Очная,Русский,государственный
1122,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Факультет информационных систем и технологий УлГТУ,Бакалавриат,Ульяновский государственный технический университет,Ульяновск,15.0,30.0,124150.0,145.0,119.0,4 года,Очная,Русский,государственный
1123,01.03.04 | Прикладная математика,Математическое моделирование в технике и экономике,Институт компьютерных наук ЛГТУ,Бакалавриат,Липецкий государственный технический университет,Липецк,40.0,5.0,135497.0,128.0,119.0,4 года,Очная,Русский,государственный
1124,09.03.01 | Информатика и вычислительная техника,Интегрированные автоматизированные информационные системы,Факультет автоматики и вычислительной техники,Бакалавриат,Российский государственный университет нефти и газа им. И.М. Губкина,Москва,30.0,8.0,470000.0,254.0,,4 года,Очная,Русский,государственный
1125,09.03.01 | Информатика и вычислительная техника,Интегрированные автоматизированные информационные системы,Высшая школа информационных технологий и автоматизированных систем САФУ,Бакалавриат,Северный (Арктический) федеральный университет имени М.В. Ломоносова,Архангельс..,40.0,6.0,220000.0,191.0,,4 года,Очная,Русский,государственный
1126,09.03.01 | Информатика и вычислительная техника,Интегрированные автоматизированные информационные системы,Высшая школа информационных технологий и автоматизированных систем САФУ,Бакалавриат,Северный (Арктический) федеральный университет имени М.В. Ломоносова,Архангельс..,15.0,8.0,111000.0,245.0,,4 года 10 месяцев,Заочная,Русский,государственный
1127,09.03.01 | Информатика и вычислительная техника,Интегрированные автоматизированные информационные системы,Институт судостроения и морской арктической техники Филиал САФУ в г. Северодвинске,Бакалавриат,Северный (Арктический) федеральный университет имени М.В. Ломоносова в г. Северодвинске,Северодвинск,25.0,10.0,255000.0,186.0,,4 года,Очная,Русский,государственный
1128,27.03.04 | Управление в технических системах,Информационные технологии в управлении,"Информатика, кибернетика и электроэнергетика МАИ",Бакалавриат,Московский авиационный институт,Москва,23.0,8.0,406210.0,240.0,,4 года,Очная,Русский,государственный
1129,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Экономический факультет,Бакалавриат,Санкт-Петербургский Горный университет,Санкт-Пете..,30.0,15.0,800000.0,165.0,119.0,5 лет,Очная,Русский,государственный
1130,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Институт инфокоммуникационных систем и технологий ТУ им. А.А. Леонова,Бакалавриат,"Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова",Королёв,,20.0,240110.0,,119.0,4 года,Очная,Русский,государственный
1131,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет компьютерных технологий и информатики СПбГЭТУ,Бакалавриат,Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина),Санкт-Пете..,43.0,47.0,284000.0,228.0,,4 года,Очная,Русский,государственный
1132,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет компьютерных технологий и информатики СПбГЭТУ,Бакалавриат,Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина),Санкт-Пете..,,25.0,110000.0,,,5 лет,Заочная,Русский,государственный
1133,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет информационных технологий и управления ЮРГПУ,Бакалавриат,Южно-Российский государственный политехнический университет им. М.И. Платова,Ростов-на-..,22.0,2.0,153255.0,176.0,,4 года,Очная,Русский,государственный
1134,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет автоматики и вычислительной техники ВятГУ,Бакалавриат,Вятский государственный университет,Киров,17.0,13.0,198500.0,179.0,119.0,4 года,Очная,Русский,государственный
1135,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет автоматики и вычислительной техники ВятГУ,Бакалавриат,Вятский государственный университет,Киров,,30.0,65208.0,,,4 года 8 месяцев,Заочная,Русский,государственный
1136,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет автоматики и вычислительной техники ВятГУ,Бакалавриат,Вятский государственный университет,Киров,,60.0,65208.0,,119.0,4 года 8 месяцев,Заочная,Русский,государственный
1137,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет автоматики и вычислительной техники ВятГУ,Бакалавриат,Вятский государственный университет,Киров,,30.0,65208.0,,119.0,4 года 8 месяцев,Заочная,Русский,государственный
1138,27.03.04 | Управление в технических системах,Информационные технологии в управлении,"Факультет Выксунский филиал НИТУ ""МИСиС""",Бакалавриат,Выксунский филиал Национального исследовательского технологического университета «МИСИС»,Нижний Нов..,20.0,1.0,165538.0,183.0,118.0,4 года,Очная,Русский,государственный
1139,27.03.04 | Управление в технических системах,Информационные технологии в управлении,"Институт информатики, электроники и робототехники КБГУ",Бакалавриат,Кабардино-Балкарский государственный университет им. Х.М. Бербекова,Нальчик,15.0,5.0,155900.0,151.0,118.0,4 года,Очная,Русский,государственный
1140,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет Рязанский филиал МосПолитеха,Бакалавриат,Рязанский институт (филиал) Московского Политехнического университета,Рязань,,40.0,64046.0,,119.0,4.5 года,Очно-заочная,Русский,государственный
1141,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет компьютерных технологий и энергетики ДГТУ в г. Махачкала,Бакалавриат,Дагестанский государственный технический университет,Махачкала,,5.0,122184.0,,119.0,4 года,Очная,Русский,государственный
1142,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет управления Электростальского института (филиала) Московского Политеха,Бакалавриат,Электростальский институт (филиал) Московского политехнического университета,Электросталь,,40.0,242575.0,,119.0,4 года,Очная,Русский,государственный
1143,27.03.04 | Управление в технических системах,Информационные технологии в управлении,Факультет управления Электростальского института (филиала) Московского Политеха,Бакалавриат,Электростальский институт (филиал) Московского политехнического университета,Электросталь,,40.0,83284.0,,,4.5 года,Очно-заочная,Русский,государственный
1144,01.03.04 | Прикладная математика,Алгоритмы наукоемкого программного обеспечения,Институт компьютерных наук НИТУ МИСИС,Бакалавриат,Университет науки и технологий МИСИС,Москва,27.0,12.0,349000.0,283.0,,4 года,Очная,Русский,государственный
1145,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,"Факультет Информатика, искусственный интеллект и системы управления (ИУ)",Бакалавриат,Московский государственный технический университет им. Н.Э. Баумана,Москва,52.0,47.0,449000.0,278.0,,4 года,Очная,Русский,государственный
1146,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт компьютерных наук НИТУ МИСИС,Бакалавриат,Университет науки и технологий МИСИС,Москва,9.0,6.0,379000.0,284.0,,4 года,Очная,Русский,государственный
1147,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт искусственного интеллекта РТУ МИРЭА,Бакалавриат,МИРЭА - Российский технологический университет,Москва,40.0,110.0,324000.0,259.0,,4 года,Очная,Русский,государственный
1148,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт искусственного интеллекта РТУ МИРЭА,Бакалавриат,МИРЭА - Российский технологический университет,Москва,,15.0,324000.0,,119.0,4 года,Очная,Русский,государственный
1149,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт искусственного интеллекта РТУ МИРЭА,Бакалавриат,МИРЭА - Российский технологический университет,Москва,,15.0,324000.0,,119.0,4 года,Очная,Русский,государственный
1150,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Механический факультет МГТУ ГА,Бакалавриат,Московский государственный технический университет гражданской авиации,Москва,,25.0,351000.0,,,4 года,Очная,Русский,государственный
1151,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт радиоэлектроники и информационных технологий НГТУ им. Алексеева,Бакалавриат,Нижегородский государственный технический университет им. Р.Е. Алексеева,Нижний Нов..,34.0,5.0,165540.0,224.0,119.0,4 года,Очная,Русский,государственный
1152,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт радиоэлектроники и информационных технологий НГТУ им. Алексеева,Бакалавриат,Нижегородский государственный технический университет им. Р.Е. Алексеева,Нижний Нов..,13.0,10.0,75000.0,211.0,119.0,5 лет,Заочная,Русский,государственный
1153,09.03.01 | Информатика и вычислительная техника,Интеллектуальные системы обработки информации и управления,Институт информационных технологий и анализа данных,Бакалавриат,Иркутский национальный исследовательский технический университет,Иркутск,34.0,68.0,215800.0,209.0,,4 года,Очная,Русский,государственный
